entity_type,source_iri,source_label,source_definition,target_iri,target_label,target_definition,candidate_rank,combined_similarity,ranking_band,reciprocal_best
class,https://example.org/mod-sbd#ResponseTeam,Response Team,A team assigned to incident response or recovery activities.,https://example.org/ontology/sora#ComputerSystem,ComputerSystem,"A computer-based system relevant to business, maintenance, or UAS support activities.",3,0.053502,very low textual similarity,False
class,https://example.org/mod-sbd#Review,Review,"Review a security artefact, process, role, risk, control or outcome for currency or effectiveness.",https://example.org/ontology/sora#SafetyObjective,SafetyObjective,A safety objective or desired safety outcome referenced in SORA requirements.,1,0.060256,very low textual similarity,False
class,https://example.org/mod-sbd#Review,Review,"Review a security artefact, process, role, risk, control or outcome for currency or effectiveness.",https://example.org/ontology/sora#SecurityFunction,SecurityFunction,A cybersecurity function or process such as authentication or authorisation.,2,0.053315,very low textual similarity,False
class,https://example.org/mod-sbd#Review,Review,"Review a security artefact, process, role, risk, control or outcome for currency or effectiveness.",https://example.org/ontology/sora#Log,Log,A chronological or event-oriented record used for later review or analysis.,3,0.050367,very low textual similarity,False
class,https://example.org/mod-sbd#ReviewIncidents,Review Incidents,"Review incidents and near misses to understand causes, effects and improvements.",https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.,1,0.054083,very low textual similarity,False
class,https://example.org/mod-sbd#ReviewIncidents,Review Incidents,"Review incidents and near misses to understand causes, effects and improvements.",https://example.org/ontology/sora#Log,Log,A chronological or event-oriented record used for later review or analysis.,2,0.047237,very low textual similarity,False
class,https://example.org/mod-sbd#ReviewIncidents,Review Incidents,"Review incidents and near misses to understand causes, effects and improvements.",https://example.org/ontology/sora#UnmannedAircraft,UnmannedAircraft,"The unmanned aircraft (UA) itself, distinguished from the complete UAS.",3,0.0,very low textual similarity,False
class,https://example.org/mod-sbd#ReviewRecord,Review Record,"Evidence that an artefact, process, role, risk or control has been reviewed.",https://example.org/ontology/sora#Log,Log,A chronological or event-oriented record used for later review or analysis.,1,0.075067,very low textual similarity,False
class,https://example.org/mod-sbd#ReviewRecord,Review Record,"Evidence that an artefact, process, role, risk or control has been reviewed.",https://example.org/ontology/sora#Document,Document,"A documentary information artefact used to define, support, or evidence SORA compliance.",2,0.068498,very low textual similarity,False
class,https://example.org/mod-sbd#ReviewRecord,Review Record,"Evidence that an artefact, process, role, risk or control has been reviewed.",https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact.",3,0.064224,very low textual similarity,False
class,https://example.org/mod-sbd#ReviewTestArchitecture,Review or Test Architecture,"Review, test, evaluate and improve capability architecture.",https://example.org/ontology/sora#ActivityType,ActivityType,"A controlled vocabulary entry identifying the kind of activity required or performed, such as audit, test, validation, monitoring, maintenance, or training.",1,0.055344,very low textual similarity,False
class,https://example.org/mod-sbd#ReviewTestArchitecture,Review or Test Architecture,"Review, test, evaluate and improve capability architecture.",https://example.org/ontology/sora#Log,Log,A chronological or event-oriented record used for later review or analysis.,2,0.050957,very low textual similarity,False
class,https://example.org/mod-sbd#ReviewTestArchitecture,Review or Test Architecture,"Review, test, evaluate and improve capability architecture.",https://example.org/ontology/sora#UnmannedAircraft,UnmannedAircraft,"The unmanned aircraft (UA) itself, distinguished from the complete UAS.",3,0.0,very low textual similarity,False
class,https://example.org/mod-sbd#RiskAppetite,Risk Appetite,The level and type of cyber risk the programme is prepared to accept and use in decision-making.,https://example.org/ontology/sora#OperationalStateType,OperationalStateType,"A controlled type describing the state of an operation relevant to SORA risk, including loss of control.",1,0.065293,very low textual similarity,True
class,https://example.org/mod-sbd#RiskAppetite,Risk Appetite,The level and type of cyber risk the programme is prepared to accept and use in decision-making.,https://example.org/ontology/sora#RobustnessLevel,RobustnessLevel,"The SORA Low, Medium, or High robustness level used in OSO requirement assignment. Not Required (NR) is an assignment status, not a robustness level.",2,0.04579,very low textual similarity,False
class,https://example.org/mod-sbd#RiskAppetite,Risk Appetite,The level and type of cyber risk the programme is prepared to accept and use in decision-making.,https://example.org/ontology/sora#SecurityEventType,SecurityEventType,"A controlled type of security event or indicator, such as anomaly, suspicious activity, malicious activity, or security breach.",3,0.041766,very low textual similarity,False
class,https://example.org/mod-sbd#RiskAppetiteStatement,Risk Appetite Statement,A documented statement defining organisational or Defence risk appetite.,https://example.org/ontology/sora#Policy,Policy,"A policy defining organisational expectations, controls, or responsibilities.",1,0.155585,very low textual similarity,True
class,https://example.org/mod-sbd#RiskAppetiteStatement,Risk Appetite Statement,A documented statement defining organisational or Defence risk appetite.,https://example.org/ontology/sora#AssuranceStatement,AssuranceStatement,"A formal assertion or statement concerning satisfaction, integrity, assurance, or another SORA-relevant condition.",2,0.082758,very low textual similarity,False
class,https://example.org/mod-sbd#RiskAppetiteStatement,Risk Appetite Statement,A documented statement defining organisational or Defence risk appetite.,https://example.org/ontology/sora#ServiceLevelAgreement,ServiceLevelAgreement,A service-level agreement or comparable commitment defining relevant service responsibilities or quality.,3,0.040299,very low textual similarity,False
class,https://example.org/mod-sbd#RiskBasedSecurity,Risk-Based Security,Select and manage security decisions in proportion to assessed cyber risk and risk appetite.,https://example.org/ontology/sora#RiskManagementProgramme,RiskManagementProgramme,A programme integrating relevant safety and security risk management activities.,1,0.051474,very low textual similarity,False
class,https://example.org/mod-sbd#RiskBasedSecurity,Risk-Based Security,Select and manage security decisions in proportion to assessed cyber risk and risk appetite.,https://example.org/ontology/sora#FatigueRiskManagementSystem,FatigueRiskManagementSystem,A fatigue risk management system used to manage escalation in duty/flight-duty times.,2,0.046475,very low textual similarity,False
