ontology_side,entity_type,entity_iri,label,description
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R1-C2,DSTL-SbD04-C3-R1-C2 — Document the identified data.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R2,DSTL-SbD04-C3-R2 — Data Protection and Resilience,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R2-C1,"DSTL-SbD04-C3-R2-C1 — Protect data in transit, including third-party transfers.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R2-C2,DSTL-SbD04-C3-R2-C2 — Apply appropriate physical and technical protection to stored data.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R2-C3,DSTL-SbD04-C3-R2-C3 — Secure and test backups.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3,DSTL-SbD04-C3-R3 — Data Protection and Resilience,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C1,DSTL-SbD04-C3-R3-C1 — Understand where critical data is stored.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C2,DSTL-SbD04-C3-R3-C2 — Understand where critical data travels.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C3,DSTL-SbD04-C3-R3-C3 — Understand how compromise of critical data impacts functions.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C4,DSTL-SbD04-C3-R3-C4 — Understand third-party handling of critical data.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4,DSTL-SbD04-C3-R4 — Data Protection and Resilience,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4-C1,DSTL-SbD04-C3-R4-C1 — Understand the impact of data compromise or unavailability on essential functions.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4-C2,DSTL-SbD04-C3-R4-C2 — Document that impact.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5,DSTL-SbD04-C3-R5 — Data Protection and Resilience,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C1,DSTL-SbD04-C3-R5-C1 — Secure backups.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C2,DSTL-SbD04-C3-R5-C2 — Test backups.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C3,DSTL-SbD04-C3-R5-C3 — Ensure backups are accessible for disaster recovery or business continuity.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6,DSTL-SbD04-C3-R6 — Data Protection and Resilience,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C1,DSTL-SbD04-C3-R6-C1 — Maintain a comprehensive data inventory.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C2,DSTL-SbD04-C3-R6-C2 — Review the data inventory regularly.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C3,DSTL-SbD04-C3-R6-C3 — Use appropriate cryptographic protections.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C4,DSTL-SbD04-C3-R6-C4 — Provide alternative transmission paths for resilience.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1,DSTL-SbD04-C4-R1 — Control Identification,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C1,DSTL-SbD04-C4-R1-C1 — Select security controls appropriately so capabilities can deliver within Risk Appetite.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C2,DSTL-SbD04-C4-R1-C2 — Monitor security controls at programme level through life.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C3,DSTL-SbD04-C4-R1-C3 — Report on security controls at programme level through life.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C4,DSTL-SbD04-C4-R1-C4 — Review security controls at programme level through life.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C5,DSTL-SbD04-C4-R1-C5 — Allocate sufficient resources to implement controls within the desired timeframe.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_01,Cyber Resilient Architecture,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_02,Asset Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_03,Data Protection and Resilience,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_04,Control Identification,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1,DSTL-SbD05-C1-R1 — Supply Chain Risk Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C1,DSTL-SbD05-C1-R1-C1 — Obtain supply-chain assurance that risk management covers Tier 1 to Tier 3 suppliers.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C2,DSTL-SbD05-C1-R1-C2 — Flow down security requirements and Risk Appetite through the supply chain.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C3,DSTL-SbD05-C1-R1-C3 — Manage supply-chain assurance through life.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1,DSTL-SbD05-C2-R1 — Supply Chain Risk Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1-C1,DSTL-SbD05-C2-R1-C1 — Perform planning and due diligence with the prime supplier to reduce cybersecurity risks before entering contracts.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1-C2,DSTL-SbD05-C2-R1-C2 — Include contractual provisions that address identified cybersecurity risks.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD05-Criterion_01,Supply Chain Risk Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD05-Criterion_02,Supply Chain Risk Management,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1,DSTL-SbD06-C1-R1 — Security Testing and Verification,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C1,DSTL-SbD06-C1-R1-C1 — Continuously test resilience mechanisms across all programme capabilities.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C2,DSTL-SbD06-C1-R1-C2 — Continuously monitor resilience mechanisms across all programme capabilities.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1-C3,DSTL-SbD06-C1-R1-C3 — Continuously assess resilience mechanisms across all programme capabilities.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R2,DSTL-SbD06-C1-R2 — Security Testing and Verification,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1,DSTL-SbD06-C2-R1 — Security Authorisation Decisions,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1-C1,DSTL-SbD06-C2-R1-C1 — Ensure the capability risk owner is suitably empowered and accountable.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD06-C2-R1-C2,DSTL-SbD06-C2-R1-C2 — Provide the risk owner with the information needed to make an informed decision about capability risk.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD06-Criterion_01,Security Testing and Verification,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD06-Criterion_02,Security Authorisation Decisions,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R1,"DSTL-SbD07-C1-R1 — Through life asset management, Secure Disposal and Archival Management",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2,"DSTL-SbD07-C1-R2 — Through life asset management, Secure Disposal and Archival Management",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C1,DSTL-SbD07-C1-R2-C1 — Maintain programme boards for through-life management review.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C2,"DSTL-SbD07-C1-R2-C2 — Regularly review capability through-life management, obsolescence, upgrades, capability effectiveness and disposal.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R2-C3,DSTL-SbD07-C1-R2-C3 — Use through-life review to identify areas for improvement.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3,"DSTL-SbD07-C1-R3 — Through life asset management, Secure Disposal and Archival Management",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3-C1,DSTL-SbD07-C1-R3-C1 — Train staff in secure disposal procedures.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C1-R3-C2,DSTL-SbD07-C1-R3-C2 — Train staff in MOD classification rules.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1,DSTL-SbD07-C2-R1 — Reporting,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1-C1,DSTL-SbD07-C2-R1-C1 — Maintain effective and efficient security reporting processes for all programme capabilities.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R1-C2,DSTL-SbD07-C2-R1-C2 — Integrate capability reporting processes with the appropriate WARP.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R2,DSTL-SbD07-C2-R2 — Reporting,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R2-C1,DSTL-SbD07-C2-R2-C1 — Train staff to identify potential security issues.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C2-R2-C2,DSTL-SbD07-C2-R2-C2 — Train staff to report potential security issues to the appropriate WARP.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C3-R1,DSTL-SbD07-C3-R1 — Monitoring and Detection,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C3-R1-C1,DSTL-SbD07-C3-R1-C1 — Maintain a process to monitor programme capabilities appropriately in line with MOD policy.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C3-R1-C2,DSTL-SbD07-C3-R1-C2 — Fund and resource the monitoring function appropriately through life.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R1,DSTL-SbD07-C4-R1 — Incident Response,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R1-C1,"DSTL-SbD07-C4-R1-C1 — Establish, communicate, maintain and regularly improve incident response plans.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R1-C2,DSTL-SbD07-C4-R1-C2 — Ensure incident response plans remain accessible during outages.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R1-C3,DSTL-SbD07-C4-R1-C3 — Review and test incident response plans regularly.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R1-C4,"DSTL-SbD07-C4-R1-C4 — Integrate incident response planning with business continuity, supply chain and supporting-infrastructure plans.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R1-C5,DSTL-SbD07-C4-R1-C5 — Clearly define and ensure understanding of incident-response roles and responsibilities.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R2,DSTL-SbD07-C4-R2 — Incident Response,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R2-C1,DSTL-SbD07-C4-R2-C1 — Maintain tested incident-management processes that ensure continuity of essential functions during an incident.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R2-C2,DSTL-SbD07-C4-R2-C2 — Maintain mitigation activities that contain or limit incident impact.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R3,DSTL-SbD07-C4-R3 — Incident Response,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R3-C1,DSTL-SbD07-C4-R3-C1 — Maintain tested forensic processes.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R3-C2,DSTL-SbD07-C4-R3-C2 — Use forensic processes to create a comprehensive and documented understanding of an incident.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R4,DSTL-SbD07-C4-R4 — Incident Response,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R4-C1,DSTL-SbD07-C4-R4-C1 — Conduct post-incident analysis routinely after incidents.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R4-C2,DSTL-SbD07-C4-R4-C2 — Determine what occurred during the incident.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R4-C3,DSTL-SbD07-C4-R4-C3 — Identify incident root causes.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R4-C4,DSTL-SbD07-C4-R4-C4 — Assess incident magnitude and impact.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R4-C5,DSTL-SbD07-C4-R4-C5 — Use 'what if' scenarios to explore alternative outcomes.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R5,DSTL-SbD07-C4-R5 — Incident Response,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R5-C1,DSTL-SbD07-C4-R5-C1 — Use lessons learned to implement remediating actions.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R5-C2,DSTL-SbD07-C4-R5-C2 — Use lessons learned to strengthen resilience mechanisms for future incidents.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C4-R6,DSTL-SbD07-C4-R6 — Incident Response,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R1,DSTL-SbD07-C5-R1 — Incident Recovery,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R1-C1,DSTL-SbD07-C5-R1-C1 — Maintain a documented recovery plan.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R1-C2,"DSTL-SbD07-C5-R1-C2 — Use the recovery plan to define the selection, scope and prioritisation of recovery actions.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R1-C3,DSTL-SbD07-C5-R1-C3 — Incorporate critical mission functions and cybersecurity risk considerations into recovery planning.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R1-C4,DSTL-SbD07-C5-R1-C4 — Use recovery planning to establish post-incident operational norms.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R2,DSTL-SbD07-C5-R2 — Incident Recovery,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R2-C1,DSTL-SbD07-C5-R2-C1 — Identify resources required for recovery.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R2-C2,DSTL-SbD07-C5-R2-C2 — Maintain arrangements that make required recovery resources available.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R2-C3,DSTL-SbD07-C5-R2-C3 — Ensure information needed for recovery decisions is accessible during incidents.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R3,DSTL-SbD07-C5-R3 — Incident Recovery,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R3-C1,"DSTL-SbD07-C5-R3-C1 — Ensure response-team members have the skills, knowledge and authority required to execute recovery actions.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R3-C2,DSTL-SbD07-C5-R3-C2 — Duplicate key roles to avoid single points of failure.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R3-C3,DSTL-SbD07-C5-R3-C3 — Share operational knowledge to avoid single points of failure.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R4,DSTL-SbD07-C5-R4 — Incident Recovery,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R4-C1,DSTL-SbD07-C5-R4-C1 — Maintain and routinely test backup mechanisms.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R4-C2,"DSTL-SbD07-C5-R4-C2 — Use backup mechanisms to maintain essential functions during recovery, even at reduced capacity.",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R4-C3,DSTL-SbD07-C5-R4-C3 — Maintain arrangements to augment recovery capability using external support.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R5,DSTL-SbD07-C5-R5 — Incident Recovery,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R5-C1,DSTL-SbD07-C5-R5-C1 — Conduct regular training and exercises for recovery teams.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R5-C2,DSTL-SbD07-C5-R5-C2 — Feed lessons learned from incidents and resilience exercises into design standards.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R5-C3,DSTL-SbD07-C5-R5-C3 — Feed lessons learned into development practices.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-C5-R5-C4,DSTL-SbD07-C5-R5-C4 — Feed lessons learned into future project planning.,
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-Criterion_01,"Through life asset management, Secure Disposal and Archival Management",
source_SbD,individual,https://example.org/mod-sbd#DSTL-SbD07-Criterion_02,Reporting,
